medalist_name,gender,sport,medal
Bair Badënov,male,archery,bronze
Ilario Di Buò,male,archery,silver
Im Dong-hyun,male,archery,gold
Jiang Lin,male,archery,bronze
Lee Chang-hwan,male,archery,gold
Li Wenquan,male,archery,bronze
Marco Galiazzo,male,archery,silver
Mauro Nespoli,male,archery,silver
Park Kyung-mo,male,archery,silver
Viktor Ruban,male,archery,gold
Xue Haifeng,male,archery,bronze
Bérengère Schuh,female,archery,bronze
Chen Ling,female,archery,silver
Guo Dan,female,archery,silver
Joo Hyun-Jung,female,archery,gold
Park Sung-hyun,female,archery,silver
Sophie Dodemont,female,archery,bronze
Virginie Arnold,female,archery,bronze
Yun Ok-hee,female,archery,bronze
Zhang Juanjuan,female,archery,gold
Aaron Armstrong,male,athletics,gold
Ainārs Kovals,male,athletics,silver
Alex Schwazer,male,athletics,gold
Alfred Kirwa Yego,male,athletics,bronze
Andrae Williams,male,athletics,silver
Andreas Thorkildsen,male,athletics,gold
Andrei Krauchanka,male,athletics,silver
Andretti Bain,male,athletics,silver
Andrew Steele,male,athletics,bronze
Andrey Silnov,male,athletics,gold
Angelo Taylor,male,athletics,gold
Asbel Kiprop,male,athletics,gold
Avard Moncur,male,athletics,silver
Bershawn Jackson,male,athletics,bronze
Brimin Kipruto,male,athletics,gold
Bruno de Barros,male,athletics,bronze
Bryan Clay,male,athletics,gold
Chris Brown,male,athletics,silver
Christian Cantwell,male,athletics,silver
David Neville,male,athletics,bronze
David Oliver,male,athletics,bronze
David Payne,male,athletics,silver
Dayron Robles,male,athletics,gold
Denis Nizhegorodov,male,athletics,bronze
Derek Miles,male,athletics,bronze
Dylan Armstrong,male,athletics,bronze
Edwin Soi,male,athletics,bronze
Eliud Kipchoge,male,athletics,silver
Emmanuel Callender,male,athletics,gold
Gerd Kanter,male,athletics,gold
Germaine Mason,male,athletics,silver
Godfrey Khotso Mokoena,male,athletics,silver
Ibrahim Camejo,male,athletics,bronze
Irving Saladino,male,athletics,gold
Ismail Ahmed Ismail,male,athletics,silver
Ivan Tsikhan,male,athletics,bronze
Jaouad Gharib,male,athletics,silver
Jared Tallent,male,athletics,bronze
Jefferson Pérez,male,athletics,silver
Jeremy Wariner,male,athletics,silver
José Carlos Moreira,male,athletics,bronze
Kenenisa Bekele,male,athletics,gold
Kerron Clement,male,athletics,silver
Keston Bledman,male,athletics,gold
LaShawn Merritt,male,athletics,gold
Leevan Sands,male,athletics,bronze
Leonel Suárez,male,athletics,bronze
Mahiedine Mekhissi-Benabbad,male,athletics,silver
Marc Burns,male,athletics,gold
Martyn Rooney,male,athletics,bronze
Mehdi Baala,male,athletics,bronze
Micah Kogo,male,athletics,bronze
Michael Bingham,male,athletics,bronze
Michael Mathieu,male,athletics,silver
Naoki Tsukahara,male,athletics,silver
Nelson Évora,male,athletics,gold
Nick Willis,male,athletics,silver
Nobuharu Asahara,male,athletics,silver
Phillips Idowu,male,athletics,silver
Piotr Małachowski,male,athletics,silver
Primož Kozmus,male,athletics,gold
Ramon Miller,male,athletics,silver
Reggie Witherspoon,male,athletics,gold
Richard Mateelong,male,athletics,bronze
Richard Thompson,male,athletics,silver
Robert Tobin,male,athletics,bronze
Samuel Wanjiru,male,athletics,gold
Sandro Viana,male,athletics,bronze
Shawn Crawford,male,athletics,silver
Shingo Suetsugu,male,athletics,silver
Shinji Takahira,male,athletics,silver
Sileshi Sihine,male,athletics,silver
Steve Hooker,male,athletics,gold
Tero Pitkämäki,male,athletics,bronze
Tomasz Majewski,male,athletics,gold
Tsegaye Kebede,male,athletics,bronze
Usain Bolt,male,athletics,gold
Vadim Devyatovskiy,male,athletics,silver
Valeriy Borchin,male,athletics,gold
Vicente de Lima,male,athletics,bronze
Virgilijus Alekna,male,athletics,bronze
Walter Dix,male,athletics,bronze
Wilfred Bungei,male,athletics,gold
Yaroslav Rybakov,male,athletics,bronze
Yevgeny Lukyanenko,male,athletics,silver
Agnes Osazuwa,female,athletics,silver
Allyson Felix,female,athletics,silver
Anna Chicherova,female,athletics,bronze
Barbora Špotáková,female,athletics,gold
Blanka Vlašić,female,athletics,silver
Blessing Okagbare,female,athletics,silver
Bobby-Gaye Wilkins,female,athletics,silver
Catherine Ndereba,female,athletics,silver
Chelsea Hammond,female,athletics,bronze
Christina Obergföll,female,athletics,bronze
Christine Ohuruogu,female,athletics,gold
Constantina Diță,female,athletics,gold
Dawn Harper-Nelson,female,athletics,gold
Elisa Rigaudo,female,athletics,bronze
Ene Franca Idoko,female,athletics,silver
Eunice Jepkorir,female,athletics,silver
Françoise Mbango Etone,female,athletics,gold
Gloria Kemasuode,female,athletics,silver
Gong Lijiao,female,athletics,bronze
Gölnara Galkina-Sämitevä,female,athletics,gold
Halimat Ismaila,female,athletics,silver
Hanna Mariën,female,athletics,gold
Hasna Benhassi,female,athletics,bronze
Hyleas Fountain,female,athletics,silver
Iryna Lishchynska,female,athletics,silver
Janeth Jepkosgei,female,athletics,silver
Jennifer Suhr,female,athletics,silver
Kelly Sotherton,female,athletics,bronze
Kerron Stewart,female,athletics,bronze
Kim Gevaert,female,athletics,gold
Kjersti Plätzer,female,athletics,silver
Linet Masai,female,athletics,bronze
Lucimar de Moura,female,athletics,bronze
Manuela Montebrun,female,athletics,bronze
Marilyn Okoro,female,athletics,bronze
Mariya Abakumova,female,athletics,silver
Mary Wineberg,female,athletics,gold
Maurren Maggi,female,athletics,gold
Melaine Walker,female,athletics,gold
Meseret Defar,female,athletics,silver
Monique Henderson,female,athletics,gold
Nancy Langat,female,athletics,gold
Nataliya Dobrynska,female,athletics,gold
Nataliya Tobias,female,athletics,bronze
Natasha Hastings,female,athletics,gold
Nicola Sanders,female,athletics,bronze
Novlene Williams-Mills,female,athletics,silver
Olena Antonova,female,athletics,silver
Olga Kaniskina,female,athletics,gold
Olivia Borlée,female,athletics,gold
Oludamola Osayomi,female,athletics,silver
Pamela Jelimo,female,athletics,gold
Priscilla Lopes-Schliep,female,athletics,bronze
Rosemar Coelho Neto,female,athletics,bronze
Rosemarie Whyte,female,athletics,silver
Rosângela Santos,female,athletics,bronze
Sally Pearson,female,athletics,silver
Sanya Richards-Ross,female,athletics,bronze
Shalane Flanagan,female,athletics,silver
Sheena Tosta,female,athletics,silver
Shelly-Ann Fraser-Pryce,female,athletics,gold
Shereefa Lloyd,female,athletics,silver
Shericka Williams,female,athletics,silver
Sherone Simpson,female,athletics,silver
Song Aimin,female,athletics,bronze
Stephanie Brown Trafton,female,athletics,gold
Svetlana Feofanova,female,athletics,bronze
Sylvia Jebiwott Kibet,female,athletics,bronze
Tasha Danvers,female,athletics,bronze
Tatyana Chernova,female,athletics,bronze
Thaissa Presti,female,athletics,bronze
Tia Hellebaut,female,athletics,gold
Tirunesh Dibaba,female,athletics,gold
Valerie Adams,female,athletics,gold
Veronica Campbell-Brown,female,athletics,gold
Yekaterina Volkova,female,athletics,bronze
Yelena Isinbayeva,female,athletics,gold
Yipsi Moreno,female,athletics,gold
Zhang Wenxiu,female,athletics,silver
Zhou Chunxiu,female,athletics,bronze
Élodie Ouédraogo,female,athletics,gold
Cai Yun,male,badminton,silver
Chen Jin,male,badminton,bronze
Fu Haifeng,male,badminton,silver
He Hanbin,male,badminton,bronze
Hendra Setiawan,male,badminton,gold
Hwang Ji-man,male,badminton,bronze
Lee Chong Wei,male,badminton,silver
Lee Jae-jin,male,badminton,bronze
Lee Yong-dae,male,badminton,gold
Lin Dan,male,badminton,gold
Markis Kido,male,badminton,gold
Nova Widianto,male,badminton,silver
Du Jing,female,badminton,gold
Lee Hyo-jung,female,badminton,silver
Lee Kyung-won,female,badminton,silver
Liliyana Natsir,female,badminton,silver
Maria Kristin Yulianti,female,badminton,bronze
Wei Yili,female,badminton,bronze
Xie Xingfang,female,badminton,silver
Yu Yang,female,badminton,gold
Zhang Ning,female,badminton,gold
Zhang Yawen,female,badminton,bronze
Adiel Palma,male,baseball,silver
Alexander Malleta,male,baseball,silver
Alexei Bell,male,baseball,silver
Alfredo Despaigne,male,baseball,silver
Ariel Pestano,male,baseball,silver
Blaine Neal,male,baseball,bronze
Bong Jung-keun,male,baseball,gold
Brandon Knight,male,baseball,bronze
Brett Anderson,male,baseball,bronze
Brian Barden,male,baseball,bronze
Brian Duensing,male,baseball,bronze
Casey Weathers,male,baseball,bronze
Chong Tae-hyon,male,baseball,gold
Dexter Fowler,male,baseball,bronze
Eduardo Paret,male,baseball,silver
Elier Sánchez,male,baseball,silver
Eriel Sánchez,male,baseball,silver
Frederich Cepeda,male,baseball,silver
Giorvis Duvergel,male,baseball,silver
Han Ki-joo,male,baseball,gold
Hyun-jin Ryu,male,baseball,gold
Héctor Olivera,male,baseball,silver
Jake Arrieta,male,baseball,bronze
Jang Won-sam,male,baseball,gold
Jason Donald,male,baseball,bronze
Jayson Nix,male,baseball,bronze
Jeff Stevens,male,baseball,bronze
Jeong Keun-woo,male,baseball,gold
Jeremy Cummings,male,baseball,bronze
Jin Kab-yong,male,baseball,gold
John Gall,male,baseball,bronze
Jonder Martínez,male,baseball,silver
Kang Min-ho,male,baseball,gold
Kevin Jepsen,male,baseball,bronze
Kim Dong-ju,male,baseball,gold
Kim Hyun-soo,male,baseball,gold
Kim Kwang-hyun,male,baseball,gold
Kim Min-jae,male,baseball,gold
Ko Young-min,male,baseball,gold
Kwon Hyuk,male,baseball,gold
Lee Dae-ho,male,baseball,gold
Lee Jin-young,male,baseball,gold
Lee Jong-wook,male,baseball,gold
Lee Seung-yuop,male,baseball,gold
Lee Taek-keun,male,baseball,gold
Lee Yong-kyu,male,baseball,gold
Lou Marson,male,baseball,bronze
Luis Miguel Navas,male,baseball,silver
Luis Miguel Rodríguez,male,baseball,silver
Matt LaPorta,male,baseball,bronze
Matthew Brown,male,baseball,bronze
Michel Enríquez,male,baseball,silver
Miguel Lahera,male,baseball,silver
Mike Hessman,male,baseball,bronze
Mike Koplove,male,baseball,bronze
Nate Schierholtz,male,baseball,bronze
Norberto González,male,baseball,silver
Norge Luis Vera,male,baseball,silver
Oh Seung-hwan,male,baseball,gold
Park Jin-man,male,baseball,gold
Pedro Luis Lazo,male,baseball,silver
Rolando Meriño,male,baseball,silver
Song Seung-jun,male,baseball,gold
Stephen Strasburg,male,baseball,bronze
Taylor Teagarden,male,baseball,bronze
Terry Tiffee,male,baseball,bronze
Trevor Cahill,male,baseball,bronze
Vicyohandri Odelín,male,baseball,silver
Yadier Pedroso,male,baseball,silver
Yoandry Urgellés,male,baseball,silver
Yoon Suk-min,male,baseball,gold
Yulieski Gurriel,male,baseball,silver
Andrés Nocioni,male,basketball,bronze
Antonio Porta,male,basketball,bronze
Berni Rodríguez,male,basketball,silver
Carlos Boozer,male,basketball,gold
Carlos Delfino,male,basketball,bronze
Carlos Jiménez,male,basketball,silver
Carmelo Anthony,male,basketball,gold
Chris Bosh,male,basketball,gold
Chris Paul,male,basketball,gold
Dwight Howard,male,basketball,gold
Dwyane Wade,male,basketball,gold
Fabricio Oberto,male,basketball,bronze
Federico Kammerichs,male,basketball,bronze
Felipe Reyes,male,basketball,silver
Jason Kidd,male,basketball,gold
Jorge Garbajosa,male,basketball,silver
José Calderón,male,basketball,silver
Juan Carlos Navarro,male,basketball,silver
Juan Pedro Gutiérrez,male,basketball,bronze
Kobe Bryant,male,basketball,gold
LeBron James,male,basketball,gold
Leonardo Gutiérrez,male,basketball,bronze
Luis Scola,male,basketball,bronze
Manu Ginóbili,male,basketball,bronze
Marc Gasol,male,basketball,silver
Michael Redd,male,basketball,gold
Pablo Prigioni,male,basketball,bronze
Paolo Quinteros,male,basketball,bronze
Pau Gasol,male,basketball,silver
Raül López,male,basketball,silver
Ricky Rubio,male,basketball,silver
Román González,male,basketball,bronze
Rudy Fernández,male,basketball,silver
Tayshaun Prince,male,basketball,gold
Álex Mumbrú,male,basketball,silver
Becky Hammon,female,basketball,bronze
Belinda Snell,female,basketball,silver
Candace Parker,female,basketball,gold
Cappie Pondexter,female,basketball,gold
DeLisha Milton-Jones,female,basketball,gold
Diana Taurasi,female,basketball,gold
Emma Randall,female,basketball,silver
Erin Phillips,female,basketball,silver
Hollie Grima,female,basketball,silver
Ilona Korstin,female,basketball,bronze
Irina Osipova,female,basketball,bronze
Irina Sokolovskaya,female,basketball,bronze
Jenni Screen,female,basketball,silver
Kara Lawson,female,basketball,gold
Katie Smith,female,basketball,gold
Kristi Harrower,female,basketball,silver
Laura Summerton,female,basketball,silver
Lauren Jackson,female,basketball,silver
Lisa Leslie,female,basketball,gold
Maria Stepanova,female,basketball,bronze
Marina Karpunina,female,basketball,bronze
Marina Kuzina,female,basketball,bronze
Natalia Vodopyanova,female,basketball,bronze
Oxana Rakhmatulina,female,basketball,bronze
Penny Taylor,female,basketball,silver
Rohanee Cox,female,basketball,silver
Seimone Augustus,female,basketball,gold
Sue Bird,female,basketball,gold
Suzy Batkovic,female,basketball,silver
Svetlana Abrosimova,female,basketball,bronze
Sylvia Fowles,female,basketball,gold
Tamika Catchings,female,basketball,gold
Tatiana Shchegoleva,female,basketball,bronze
Tina Thompson,female,basketball,gold
Tully Bevilaqua,female,basketball,silver
Yekaterina Lisina,female,basketball,bronze
Aleksei Tishchenko,male,boxing,gold
Alexis Vastine,male,boxing,bronze
Andry Laffita,male,boxing,silver
Bakhyt Sarsekbayev,male,boxing,gold
Bruno Julie,male,boxing,bronze
Carlos Banteux,male,boxing,silver
Clemente Russo,male,boxing,silver
Daouda Sow,male,boxing,silver
Darren Sutherland,male,boxing,bronze
David Price,male,boxing,bronze
Deontay Wilder,male,boxing,bronze
Emilio Correa,male,boxing,silver
Enkhbatyn Badar-Uugan,male,boxing,gold
Georgy Balakshin,male,boxing,bronze
Hrachik Javakhyan,male,boxing,bronze
James DeGale,male,boxing,gold
Kanat Islam,male,boxing,bronze
Kenny Egan,male,boxing,silver
Khedafi Djelkhir,male,boxing,silver
Kim Jung-joo,male,boxing,bronze
Manuel Félix Díaz,male,boxing,gold
Manus Boonjumnong,male,boxing,silver
Matthew Luu,male,boxing,bronze
Osmay Acosta,male,boxing,bronze
Paddy Barnes,male,boxing,bronze
Pürevdorjiin Serdamba,male,boxing,silver
Rakhim Chakhkiyev,male,boxing,gold
Roberto Cammarelle,male,boxing,gold
Roniel Iglesias,male,boxing,bronze
Shahin Imranov,male,boxing,bronze
Somjit Jongjohor,male,boxing,gold
Tony Jeffries,male,boxing,bronze
Vasyl Lomachenko,male,boxing,gold
Veaceslav Gojan,male,boxing,bronze
Vijender Singh,male,boxing,bronze
Vincenzo Picardi,male,boxing,bronze
Yakup Kılıç,male,boxing,bronze
Yampier Hernández,male,boxing,bronze
Yankiel León,male,boxing,silver
Yerkebulan Shynaliyev,male,boxing,bronze
Yordenis Ugás,male,boxing,bronze
Zhang Xiaoping,male,boxing,gold
Zhang Zhilei,male,boxing,silver
Zou Shiming,male,boxing,gold
Adam van Koeverden,male,canoeing and kayaking,silver
Aleksandr Kostoglod,male,canoeing and kayaking,silver
Alexander Grimm,male,canoeing and kayaking,gold
Aliaksandr Bahdanovich,male,canoeing and kayaking,gold
Aliaksei Abalmasau,male,canoeing and kayaking,gold
Andrea Facchin,male,canoeing and kayaking,bronze
Andreas Ihle,male,canoeing and kayaking,gold
Andrei Bahdanovich,male,canoeing and kayaking,gold
Antonio Scaduto,male,canoeing and kayaking,bronze
Artur Litvinchuk,male,canoeing and kayaking,gold
Attila Vajda,male,canoeing and kayaking,gold
Benjamin Boukpeti,male,canoeing and kayaking,bronze
Björn Goldschmidt,male,canoeing and kayaking,bronze
Carlos Pérez Rial,male,canoeing and kayaking,gold
Christian Gille,male,canoeing and kayaking,bronze
David Cal,male,canoeing and kayaking,silver
David Florence,male,canoeing and kayaking,silver
Dmitry Larionov,male,canoeing and kayaking,bronze
Eirik Verås Larsen,male,canoeing and kayaking,silver
Erik Vlček,male,canoeing and kayaking,silver
Fabien Lefèvre,male,canoeing and kayaking,silver
György Kozmann,male,canoeing and kayaking,bronze
Jaroslav Volf,male,canoeing and kayaking,silver
Juraj Tarr,male,canoeing and kayaking,silver
Ken Wallace,male,canoeing and kayaking,gold
Kim Wraae Knudsen,male,canoeing and kayaking,silver
Lutz Altepost,male,canoeing and kayaking,bronze
Martin Hollstein,male,canoeing and kayaking,gold
Maxim Opalev,male,canoeing and kayaking,gold
Meng Guanliang,male,canoeing and kayaking,gold
Michal Martikán,male,canoeing and kayaking,gold
Michal Riszdorfer,male,canoeing and kayaking,silver
Mikhail Kuznetsov,male,canoeing and kayaking,bronze
Norman Bröckl,male,canoeing and kayaking,bronze
Ondřej Štěpánek,male,canoeing and kayaking,silver
Pavol Hochschorner,male,canoeing and kayaking,gold
Peter Hochschorner,male,canoeing and kayaking,gold
Raman Pietrushenka,male,canoeing and kayaking,bronze
René Holten Poulsen,male,canoeing and kayaking,silver
Richard Riszdorfer,male,canoeing and kayaking,silver
Robin Bell,male,canoeing and kayaking,bronze
Ronald Rauhe,male,canoeing and kayaking,silver
Saúl Craviotto,male,canoeing and kayaking,gold
Sergey Ulegin,male,canoeing and kayaking,silver
Tamás Kiss,male,canoeing and kayaking,bronze
Thomas Hall,male,canoeing and kayaking,bronze
Tim Brabants,male,canoeing and kayaking,bronze
Tim Wieskötter,male,canoeing and kayaking,silver
Tomasz Wylenzek,male,canoeing and kayaking,bronze
Torsten Eckbrett,male,canoeing and kayaking,bronze
Vadzim Makhneu,male,canoeing and kayaking,bronze
Yang Wenjun,male,canoeing and kayaking,gold
Yuriy Cheban,male,canoeing and kayaking,bronze
Aneta Konieczna,female,canoeing and kayaking,silver
Anne-Laure Viard,female,canoeing and kayaking,bronze
Beata Mikołajczyk,female,canoeing and kayaking,silver
Chantal Meek,female,canoeing and kayaking,bronze
Conny Waßmuth,female,canoeing and kayaking,gold
Danuta Kozák,female,canoeing and kayaking,silver
Elena Kaliská,female,canoeing and kayaking,gold
Fanny Fischer,female,canoeing and kayaking,gold
Gabriella Szabó,female,canoeing and kayaking,silver
Hannah Davis,female,canoeing and kayaking,bronze
Inna Osypenko-Radomska,female,canoeing and kayaking,gold
Jacqueline Lawrence,female,canoeing and kayaking,silver
Josefa Idem,female,canoeing and kayaking,silver
Katalin Kovács,female,canoeing and kayaking,gold
Katrin Wagner-Augustin,female,canoeing and kayaking,bronze
Lisa Oldenhof,female,canoeing and kayaking,bronze
Lyndsie Fogarty,female,canoeing and kayaking,bronze
Marie Delattre,female,canoeing and kayaking,bronze
Natasa Dusev-Janics,female,canoeing and kayaking,gold
Nicole Reinhardt,female,canoeing and kayaking,gold
Violetta Oblinger-Peters,female,canoeing and kayaking,bronze
Alexandr Kolobnev,male,road bicycle racing,bronze
Fabian Cancellara,male,road bicycle racing,silver
Gustav Larsson,male,road bicycle racing,silver
Levi Leipheimer,male,road bicycle racing,bronze
Samuel Sánchez,male,road bicycle racing,gold
Emma Johansson,female,road bicycle racing,silver
Emma Pooley,female,road bicycle racing,silver
Karin Thürig,female,road bicycle racing,bronze
Kristin Armstrong,female,road bicycle racing,gold
Nicole Cooke,female,road bicycle racing,gold
Tatiana Guderzo,female,road bicycle racing,bronze
Alex Rasmussen,male,track cycling,silver
Alexei Markov,male,track cycling,bronze
Arnaud Tournant,male,track cycling,silver
Bradley Wiggins,male,track cycling,gold
Casper Jørgensen,male,track cycling,silver
Chris Hoy,male,track cycling,gold
Chris Newton,male,track cycling,bronze
Ed Clancy,male,track cycling,gold
Geraint Thomas,male,track cycling,gold
Grégory Baugé,male,track cycling,silver
Hayden Roulston,male,track cycling,silver
Jamie Staff,male,track cycling,gold
Jason Kenny,male,track cycling,silver
Jens-Erik Madsen,male,track cycling,silver
Jesse Sergent,male,track cycling,bronze
Joan Llaneras Roselló,male,track cycling,silver
Juan Curuchet,male,track cycling,gold
Kiyofumi Nagai,male,track cycling,bronze
Kévin Sireau,male,track cycling,silver
Marc Ryan,male,track cycling,bronze
Maximilian Levy,male,track cycling,bronze
Michael Færk Christensen,male,track cycling,silver
Michael Mørkøv,male,track cycling,silver
Mickaël Bourgain,male,track cycling,bronze
Mikhail Ignatiev,male,track cycling,bronze
Paul Manning,male,track cycling,gold
René Enders,male,track cycling,bronze
Roger Kluge,male,track cycling,silver
Ross Edgar,male,track cycling,silver
Sam Bewley,male,track cycling,bronze
Stefan Nimke,male,track cycling,bronze
Steven Burke,male,track cycling,bronze
Toni Tauler,male,track cycling,silver
Walter Pérez,male,track cycling,gold
Westley Gough,male,track cycling,bronze
Anna Meares,female,track cycling,silver
Guo Shuang,female,track cycling,bronze
Leire Olaberria,female,track cycling,bronze
Lesya Kalytovska,female,track cycling,bronze
Marianne Vos,female,track cycling,gold
Rebecca Romero,female,track cycling,gold
Victoria Pendleton,female,track cycling,gold
Wendy Houvenaghel,female,track cycling,silver
Yoanka González,female,track cycling,silver
Jean-Christophe Péraud,male,mountain biking,silver
Julien Absalon,male,mountain biking,gold
Nino Schurter,male,mountain biking,bronze
Irina Kalentieva,female,mountain biking,bronze
Maja Włoszczowska,female,mountain biking,silver
Sabine Spitz,female,mountain biking,gold
Donny Robinson,male,bmx,bronze
Mike Day,male,bmx,silver
Māris Štrombergs,male,bmx,gold
Anne-Caroline Chausson,female,bmx,gold
Jill Kintner,female,bmx,bronze
Laëtitia Le Corguillé,female,bmx,silver
Alexandre Despatie,male,diving,silver
Dmitri Sautin,male,diving,silver
Dmitriy Dobroskok,male,diving,bronze
Gleb Galperin,male,diving,bronze
He Chong,male,diving,gold
Huo Liang,male,diving,gold
Illya Kvasha,male,diving,bronze
Lin Yue,male,diving,gold
Matthew Mitcham,male,diving,gold
Oleksiy Pryhorov,male,diving,bronze
Patrick Hausding,male,diving,silver
Qin Kai,male,diving,bronze
Sascha Klein,male,diving,silver
Wang Feng,male,diving,gold
Yuriy Kunakov,male,diving,silver
Zhou Lüxin,male,diving,silver
Anastasia Pozdniakova,female,diving,silver
Briony Cole,female,diving,silver
Chen Ruolin,female,diving,gold
Ditte Kotzian,female,diving,bronze
Guo Jingjing,female,diving,gold
Heike Fischer,female,diving,bronze
Melissa Wu,female,diving,silver
Paola Espinosa,female,diving,bronze
Tatiana Ortiz,female,diving,bronze
Wang Xin,female,diving,bronze
Wu Minxia,female,diving,bronze
Yuliya Pakhalina,female,diving,silver
Émilie Heymans,female,diving,silver
Anky van Grunsven,female,equestrian sport,gold
Anne van Olst,female,equestrian sport,bronze
Beezie Madden,female,equestrian sport,bronze
Christina Liebherr,female,equestrian sport,bronze
Daisy Dick,female,equestrian sport,bronze
Gina Miles,female,equestrian sport,silver
Heike Kemmer,female,equestrian sport,bronze
Imke Bartels,female,equestrian sport,silver
Ingrid Klimke,female,equestrian sport,gold
Isabell Werth,female,equestrian sport,silver
Jill Henselwood,female,equestrian sport,silver
Kristina Cook,female,equestrian sport,bronze
Laura Kraut,female,equestrian sport,gold
Lucinda Fredericks,female,equestrian sport,silver
Mary King,female,equestrian sport,bronze
Megan Jones,female,equestrian sport,silver
Nadine Capellmann,female,equestrian sport,gold
Princess Nathalie of Sayn-Wittgenstein-Berleburg,female,equestrian sport,bronze
Sharon Hunt,female,equestrian sport,bronze
Sonja Johnson,female,equestrian sport,silver
Andreas Dibowski,male,equestrian sport,gold
Andreas Helgstrand,male,equestrian sport,bronze
Clayton Fredericks,male,equestrian sport,silver
Eric Lamaze,male,equestrian sport,gold
Frank Ostholt,male,equestrian sport,gold
Hans Peter Minderhoud,male,equestrian sport,silver
Hinrich Romeike,male,equestrian sport,gold
Ian Millar,male,equestrian sport,silver
Mac Cone,male,equestrian sport,silver
McLain Ward,male,equestrian sport,gold
Niklaus Schurtenberger,male,equestrian sport,bronze
Peter Thomsen,male,equestrian sport,gold
Pius Schwizer,male,equestrian sport,bronze
Rolf-Göran Bengtsson,male,equestrian sport,silver
Shane Rose,male,equestrian sport,silver
Steve Guerdat,male,equestrian sport,bronze
Will Simpson,male,equestrian sport,gold
William Fox-Pitt,male,equestrian sport,bronze
Adam Wiercioch,male,fencing,silver
Aldo Montano,male,fencing,bronze
Alfredo Rota,male,fencing,bronze
Benjamin Kleibrink,male,fencing,gold
Boris Sanson,male,fencing,gold
Diego Confalonieri,male,fencing,bronze
Diego Occhiuzzi,male,fencing,bronze
Fabrice Jeannet,male,fencing,silver
Gianpiero Pastore,male,fencing,bronze
James Leighman Williams,male,fencing,silver
Jason Rogers,male,fencing,silver
José Luis Abajo,male,fencing,bronze
Julien Pillet,male,fencing,gold
Jérôme Jeannet,male,fencing,gold
Keeth Smart,male,fencing,silver
Luigi Tarantino,male,fencing,bronze
Matteo Tagliariol,male,fencing,gold
Mihai Covaliu,male,fencing,bronze
Nicolas Lopez,male,fencing,silver
Radosław Zawrotniak,male,fencing,silver
Robert Andrzejuk,male,fencing,silver
Salvatore Sanzo,male,fencing,bronze
Stefano Carozzo,male,fencing,bronze
Tim Morehouse,male,fencing,silver
Tomasz Motyka,male,fencing,silver
Ulrich Robeiri,male,fencing,gold
Yūki Ōta,male,fencing,silver
Zhong Man,male,fencing,gold
Aida Shanayeva,female,fencing,gold
Ana Maria Popescu,female,fencing,silver
Bao Yingying,female,fencing,silver
Britta Heidemann,female,fencing,gold
Emily Cross,female,fencing,silver
Erinn Smart,female,fencing,silver
Giovanna Trillini,female,fencing,bronze
Halyna Pundyk,female,fencing,gold
Hanna Thompson,female,fencing,silver
Huang Haiyang,female,fencing,silver
Ilaria Salvatori,female,fencing,bronze
Ildikó Mincza-Nébald,female,fencing,bronze
Margherita Granbassi,female,fencing,bronze
Mariel Zagunis,female,fencing,gold
Nam Hyun-Hee,female,fencing,silver
Ni Hong,female,fencing,silver
Olena Khomrova,female,fencing,gold
Olha Kharlan,female,fencing,gold
Olha Zhovnir,female,fencing,gold
Rebecca Ward,female,fencing,bronze
Sada Jacobson,female,fencing,silver
Svetlana Boiko,female,fencing,gold
Tan Xue,female,fencing,silver
Valentina Vezzali,female,fencing,gold
Viktoria Nikishina,female,fencing,gold
Yevgeniya Lamonova,female,fencing,gold
Albert Sala,male,field hockey,silver
Alex Fàbregas,male,field hockey,silver
Andrew Smith,male,field hockey,bronze
Benjamin Weß,male,field hockey,gold
Bevan George,male,field hockey,bronze
Carlos Nevado,male,field hockey,gold
Christopher Zeller,male,field hockey,gold
David Alegre,male,field hockey,silver
David Guest,male,field hockey,bronze
Des Abbott,male,field hockey,bronze
Eddie Ockenden,male,field hockey,bronze
Eduard Arbós,male,field hockey,silver
Eduard Tubau,male,field hockey,silver
Eli Matheson,male,field hockey,bronze
Fergus Kavanagh,male,field hockey,bronze
Florian Keller,male,field hockey,gold
Francisco Cortés,male,field hockey,silver
Francisco Fábregas Monegal,male,field hockey,silver
Grant Schubert,male,field hockey,bronze
Jamie Dwyer,male,field hockey,bronze
Jan-Marco Montag,male,field hockey,gold
Juan Fernández La Villa,male,field hockey,silver
Kiel Brown,male,field hockey,bronze
Liam de Young,male,field hockey,bronze
Luke Doerner,male,field hockey,bronze
Mark Knowles,male,field hockey,bronze
Matthew Wells,male,field hockey,bronze
Matthias Witthaus,male,field hockey,gold
Max Weinhold,male,field hockey,gold
Maximilian Müller,male,field hockey,gold
Moritz Fürste,male,field hockey,gold
Niklas Meinert,male,field hockey,gold
Oliver Korn,male,field hockey,gold
Philip Witte,male,field hockey,gold
Philipp Zeller,male,field hockey,gold
Pol Amat,male,field hockey,silver
Ramón Alegre,male,field hockey,silver
Robert Hammond,male,field hockey,bronze
Roc Oliva,male,field hockey,silver
Rodrigo Garza,male,field hockey,silver
Santi Freixa,male,field hockey,silver
Sebastian Biederlack,male,field hockey,gold
Sergi Enrique,male,field hockey,silver
Stephen Lambert,male,field hockey,bronze
Tibor Weißenborn,male,field hockey,gold
Timo Weß,male,field hockey,gold
Tobias Hauke,male,field hockey,gold
Travis Brooks,male,field hockey,bronze
